FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath,FileNameClean,FileType,year,month,UsiaDokumen,Size_MB,SizeCategory,Source_Class,Path_modified,Folder_Root,Subfolder_L2,Filename,Path_Class,Path_Anomali,Subfolder_L3,Subfolder_L4,Subfolder_L5,Subfolder_L6,Path_Uniform
Fajri Ilham Mughni,pdf,2023-08-07 08:29:14.000000,1428.79,0.0014,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Ilham Mughni,document,2023,8,menengah,1.395302734375,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Ilham Mughni.pdf,C:,Users,Fajri Ilham Mughni.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Ilham Mughni_Geologist_Jakarta,pdf,2023-08-02 07:52:22.000000,5100.28,0.0049,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Geologist_Jakarta.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Geologist_Jakarta.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Ilham Mughni Geologist Jakarta,document,2023,8,menengah,4.9807421875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Ilham Mughni_Geologist_Jakarta.pdf,C:,Users,Fajri Ilham Mughni_Geologist_Jakarta.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Ilham Mughni_Kontrak Beswan BLB 9,pdf,2022-09-19 08:59:58.000000,108.18,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Kontrak Beswan BLB 9.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Kontrak Beswan BLB 9.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Ilham Mughni Kontrak Beswan Blb 9,document,2022,9,menengah,0.10564453125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Ilham Mughni_Kontrak Beswan BLB 9.pdf,C:,Users,Fajri Ilham Mughni_Kontrak Beswan BLB 9.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Ilham Mughni_KTP,pdf,2022-12-23 15:24:44.000000,689.14,0.0007,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_KTP.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_KTP.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Ilham Mughni Ktp,document,2022,12,menengah,0.67298828125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Ilham Mughni_KTP.pdf,C:,Users,Fajri Ilham Mughni_KTP.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Ilham Mughni_Kumpulan Berkas Teknik Geologi,pdf,2023-08-12 14:31:58.000000,643.84,0.0006,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Kumpulan Berkas Teknik Geologi.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Kumpulan Berkas Teknik Geologi.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Ilham Mughni Kumpulan Berkas Teknik Geologi,document,2023,8,menengah,0.62875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Ilham Mughni_Kumpulan Berkas Teknik Geologi.pdf,C:,Users,Fajri Ilham Mughni_Kumpulan Berkas Teknik Geologi.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Ilham Mughni_Motivation Letter (Deloitte Indonesia),pdf,2024-02-11 14:33:52.000000,70.58,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Motivation Letter (Deloitte Indonesia).pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Ilham Mughni_Motivation Letter (Deloitte Indonesia).pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Ilham Mughni Motivation Letter Deloitte Indonesia,document,2024,2,menengah,0.06892578125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Ilham Mughni_Motivation Letter (Deloitte Indonesia).pdf,C:,Users,Fajri Ilham Mughni_Motivation Letter (Deloitte Indonesia).pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Mughni_SK Intern RDI_2023,docx,2023-02-03 18:41:36.000000,228.94,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Mughni_SK Intern RDI_2023.docx,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Mughni_SK Intern RDI_2023.docx,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Mughni Sk Intern Rdi 2023,document,2023,2,menengah,0.22357421875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Mughni_SK Intern RDI_2023.docx,C:,Users,Fajri Mughni_SK Intern RDI_2023.docx,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri Mughni_SK Intern RDI_2023_signed,pdf,2023-02-03 17:39:02.000000,357.91,0.0003,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Mughni_SK Intern RDI_2023_signed.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri Mughni_SK Intern RDI_2023_signed.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Mughni Sk Intern Rdi 2023 Signed,document,2023,2,menengah,0.349521484375,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri Mughni_SK Intern RDI_2023_signed.pdf,C:,Users,Fajri Mughni_SK Intern RDI_2023_signed.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajris' Certificates,pdf,2024-03-11 20:38:36.000000,1044.93,0.001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajris' Certificates.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajris' Certificates.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajris Certificates,document,2024,3,menengah,1.020439453125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajris' Certificates.pdf,C:,Users,Fajris' Certificates.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Fajri_Transkrip dan ijazah,pdf,2023-12-12 17:26:20.000000,769.04,0.0007,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri_Transkrip dan ijazah.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Fajri_Transkrip dan ijazah.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Fajri Transkrip Dan Ijazah,document,2023,12,menengah,0.751015625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Fajri_Transkrip dan ijazah.pdf,C:,Users,Fajri_Transkrip dan ijazah.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
final_CoverLetterforBPPWKTFajri,pdf,2024-02-05 14:13:12.000000,178.72,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\final_CoverLetterforBPPWKTFajri.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\final_CoverLetterforBPPWKTFajri.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Final Coverletterforbppwktfajri,document,2024,2,menengah,0.17453125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/final_CoverLetterforBPPWKTFajri.pdf,C:,Users,final_CoverLetterforBPPWKTFajri.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
GLOBAL MINING WATCH AND ECOLOGICAL GIS application (1),pdf,2023-12-19 21:03:04.000000,4451.7,0.0042,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\GLOBAL MINING WATCH AND ECOLOGICAL GIS application (1).pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\GLOBAL MINING WATCH AND ECOLOGICAL GIS application (1).pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Global Mining Watch And Ecological Gis Application 1,document,2023,12,menengah,4.34736328125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/GLOBAL MINING WATCH AND ECOLOGICAL GIS application (1).pdf,C:,Users,GLOBAL MINING WATCH AND ECOLOGICAL GIS application (1).pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
GLOBAL MINING WATCH AND ECOLOGICAL GIS application,pdf,2023-12-19 20:59:02.000000,56263.25,0.0537,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\GLOBAL MINING WATCH AND ECOLOGICAL GIS application.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\GLOBAL MINING WATCH AND ECOLOGICAL GIS application.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Global Mining Watch And Ecological Gis Application,document,2023,12,menengah,54.944580078125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/GLOBAL MINING WATCH AND ECOLOGICAL GIS application.pdf,C:,Users,GLOBAL MINING WATCH AND ECOLOGICAL GIS application.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
HCML APPLICATION FORM,docx,2024-01-12 14:53:02.000000,48.45,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\HCML APPLICATION FORM.docx,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\HCML APPLICATION FORM.docx,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Hcml Application Form,document,2024,1,menengah,0.047314453125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/HCML APPLICATION FORM.docx,C:,Users,HCML APPLICATION FORM.docx,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
HCML APPLICATION FORM_Fajri,pdf,2024-01-12 14:01:28.000000,103.94,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\HCML APPLICATION FORM_Fajri.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\HCML APPLICATION FORM_Fajri.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Hcml Application Form Fajri,document,2024,1,menengah,0.10150390625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/HCML APPLICATION FORM_Fajri.pdf,C:,Users,HCML APPLICATION FORM_Fajri.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
intern rdi,png,2023-02-25 11:35:44.000000,207.85,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\intern rdi.png,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\intern rdi.png,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Intern Rdi,image,2023,2,menengah,0.202978515625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/intern rdi.png,C:,Users,intern rdi.png,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Internship Application Form _AHA Centre_Fajri Ilham Mughni,pdf,2023-01-13 11:58:14.000000,238.83,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Internship Application Form _AHA Centre_Fajri Ilham Mughni.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Internship Application Form _AHA Centre_Fajri Ilham Mughni.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Internship Application Form Aha Centre Fajri Ilham Mughni,document,2023,1,menengah,0.233232421875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Internship Application Form _AHA Centre_Fajri Ilham Mughni.pdf,C:,Users,Internship Application Form _AHA Centre_Fajri Ilham Mughni.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Kontrak Beswan BLB 9,docx,2022-09-19 10:03:44.000000,26.38,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kontrak Beswan BLB 9.docx,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kontrak Beswan BLB 9.docx,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Kontrak Beswan Blb 9,document,2022,9,menengah,0.02576171875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kontrak Beswan BLB 9.docx,C:,Users,Kontrak Beswan BLB 9.docx,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
KSM 12018037 Semester 2 Tahun 20212022,pdf,2022-05-20 05:21:46.000000,56.69,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\KSM 12018037 Semester 2 Tahun 20212022.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\KSM 12018037 Semester 2 Tahun 20212022.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Ksm 12018037 Semester 2 Tahun 20212022,document,2022,5,menengah,0.055361328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/KSM 12018037 Semester 2 Tahun 20212022.pdf,C:,Users,KSM 12018037 Semester 2 Tahun 20212022.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
KSM 12018037 Semester 2 Tahun 20212022PRS,pdf,2022-05-20 05:21:46.000000,56.85,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\KSM 12018037 Semester 2 Tahun 20212022PRS.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\KSM 12018037 Semester 2 Tahun 20212022PRS.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Ksm 12018037 Semester 2 Tahun 20212022Prs,document,2022,5,menengah,0.055517578125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/KSM 12018037 Semester 2 Tahun 20212022PRS.pdf,C:,Users,KSM 12018037 Semester 2 Tahun 20212022PRS.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
KTP_Fajri,jpg,2022-05-20 05:21:46.000000,878.25,0.0008,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\KTP_Fajri.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\KTP_Fajri.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Ktp Fajri,image,2022,5,menengah,0.857666015625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/KTP_Fajri.jpg,C:,Users,KTP_Fajri.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
kwitansi berobat aji maret 2022,pdf,2022-05-20 05:21:46.000000,696.57,0.0007,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\kwitansi berobat aji maret 2022.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\kwitansi berobat aji maret 2022.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Kwitansi Berobat Aji Maret 2022,document,2022,5,menengah,0.680244140625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/kwitansi berobat aji maret 2022.pdf,C:,Users,kwitansi berobat aji maret 2022.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Kwitansi MCU Fajri,jpeg,2024-01-12 13:34:14.000000,117.84,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kwitansi MCU Fajri.jpeg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kwitansi MCU Fajri.jpeg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Kwitansi Mcu Fajri,image,2024,1,menengah,0.115078125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kwitansi MCU Fajri.jpeg,C:,Users,Kwitansi MCU Fajri.jpeg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Kwitansi MCU_Fajri,pdf,2024-01-12 13:29:30.000000,466.47,0.0004,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kwitansi MCU_Fajri.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kwitansi MCU_Fajri.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Kwitansi Mcu Fajri,document,2024,1,menengah,0.455537109375,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kwitansi MCU_Fajri.pdf,C:,Users,Kwitansi MCU_Fajri.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
MBTI result test 16 Januari 2023,png,2023-01-16 10:32:08.000000,82.37,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MBTI result test 16 Januari 2023.png,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MBTI result test 16 Januari 2023.png,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Mbti Result Test 16 Januari 2023,image,2023,1,menengah,0.080439453125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MBTI result test 16 Januari 2023.png,C:,Users,MBTI result test 16 Januari 2023.png,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
MBTI result tests (1),png,2023-01-15 18:42:46.000000,52.72,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MBTI result tests (1).png,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MBTI result tests (1).png,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Mbti Result Tests 1,image,2023,1,menengah,0.051484375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MBTI result tests (1).png,C:,Users,MBTI result tests (1).png,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
MBTI result tests (2),png,2023-01-15 18:42:36.000000,108.77,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MBTI result tests (2).png,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MBTI result tests (2).png,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Mbti Result Tests 2,image,2023,1,menengah,0.106220703125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MBTI result tests (2).png,C:,Users,MBTI result tests (2).png,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
NIB Fajri,pdf,2023-12-22 16:23:54.000000,517.5,0.0005,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\NIB Fajri.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\NIB Fajri.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Nib Fajri,document,2023,12,menengah,0.50537109375,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/NIB Fajri.pdf,C:,Users,NIB Fajri.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
nomor NPWP fajri,png,2023-08-23 13:30:00.000000,28.58,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\nomor NPWP fajri.png,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\nomor NPWP fajri.png,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Nomor Npwp Fajri,image,2023,8,menengah,0.02791015625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/nomor NPWP fajri.png,C:,Users,nomor NPWP fajri.png,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
OKTOBER 2023-Fajri Ilham Mughni -Kantor,pdf,2023-10-11 11:08:04.000000,92.26,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\OKTOBER 2023-Fajri Ilham Mughni -Kantor.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\OKTOBER 2023-Fajri Ilham Mughni -Kantor.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Oktober 2023 Fajri Ilham Mughni Kantor,document,2023,10,menengah,0.09009765625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/OKTOBER 2023-Fajri Ilham Mughni -Kantor.pdf,C:,Users,OKTOBER 2023-Fajri Ilham Mughni -Kantor.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
pas foto jas terpotong-min,jpg,2023-01-21 10:14:16.000000,611.63,0.0006,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\pas foto jas terpotong-min.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\pas foto jas terpotong-min.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Pas Foto Jas Terpotong Min,image,2023,1,menengah,0.597294921875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/pas foto jas terpotong-min.jpg,C:,Users,pas foto jas terpotong-min.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
pas foto jas terpotong-min_11zon,jpg,2023-05-26 10:12:18.000000,9.71,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\pas foto jas terpotong-min_11zon.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\pas foto jas terpotong-min_11zon.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Pas Foto Jas Terpotong Min 11Zon,image,2023,5,menengah,0.009482421875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/pas foto jas terpotong-min_11zon.jpg,C:,Users,pas foto jas terpotong-min_11zon.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
PENGALAMAN BLB 9_Fajri Ilham Mughni_12018037,pdf,2022-09-29 09:10:50.000000,138.52,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\PENGALAMAN BLB 9_Fajri Ilham Mughni_12018037.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\PENGALAMAN BLB 9_Fajri Ilham Mughni_12018037.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Pengalaman Blb 9 Fajri Ilham Mughni 12018037,document,2022,9,menengah,0.1352734375,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/PENGALAMAN BLB 9_Fajri Ilham Mughni_12018037.pdf,C:,Users,PENGALAMAN BLB 9_Fajri Ilham Mughni_12018037.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
PhotoRoom-20230817_105027,pdf,2023-08-17 12:01:56.000000,28.93,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\PhotoRoom-20230817_105027.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\PhotoRoom-20230817_105027.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Photoroom 20230817 105027,document,2023,8,menengah,0.028251953125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/PhotoRoom-20230817_105027.pdf,C:,Users,PhotoRoom-20230817_105027.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
PhotoRoom-20230817_105027,png,2023-08-17 12:01:16.000000,391.86,0.0004,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\PhotoRoom-20230817_105027.png,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\PhotoRoom-20230817_105027.png,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Photoroom 20230817 105027,image,2023,8,menengah,0.38267578125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/PhotoRoom-20230817_105027.png,C:,Users,PhotoRoom-20230817_105027.png,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
required documents internship RDI_Fajri Ilham Mughni,pdf,2023-01-08 15:27:32.000000,99.04,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\required documents internship RDI_Fajri Ilham Mughni.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\required documents internship RDI_Fajri Ilham Mughni.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI,Required Documents Internship Rdi Fajri Ilham Mughni,document,2023,1,menengah,0.09671875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/required documents internship RDI_Fajri Ilham Mughni.pdf,C:,Users,required documents internship RDI_Fajri Ilham Mughni.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
