FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath
IMG-20250619-WA0075,.jpg,2025-06-19 13:51:26.249048,224.76,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0075.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0075.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0074,.jpg,2025-06-19 13:49:51.222446,160.09,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0074.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0074.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH
IMG-20250619-WA0073,.jpg,2025-06-19 13:49:50.967885,155.63,0.0001,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0073.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0073.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH
IMG-20250619-WA0072,.jpg,2025-06-19 13:49:50.752404,159.63,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0072.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0072.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH
IMG-20250619-WA0071,.jpg,2025-06-19 13:49:50.578802,158.32,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0071.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0071.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH
IMG-20250619-WA0070,.jpg,2025-06-19 13:49:50.450414,153.33,0.0001,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0070.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH\IMG-20250619-WA0070.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\EASY CASH
IMG-20250619-WA0069,.jpg,2025-06-19 13:49:50.006979,230.22,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0069.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0069.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0068,.jpg,2025-06-19 13:49:49.539626,232.42,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0068.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0068.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0067,.jpg,2025-06-19 13:49:49.345034,232.5,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0067.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0067.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0066,.jpg,2025-06-19 13:49:49.143773,230.26,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0066.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0066.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0065,.jpg,2025-06-19 13:49:49.002473,232.51,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0065.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0065.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0064,.jpg,2025-06-19 13:49:48.547413,230.17,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0064.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0064.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0063,.jpg,2025-06-19 13:49:48.350055,230.25,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0063.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0063.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0062,.jpg,2025-06-19 13:49:48.227809,230.27,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0062.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0062.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0061,.jpg,2025-06-19 13:49:47.989968,230.25,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0061.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0061.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0060,.jpg,2025-06-19 13:49:47.462242,230.22,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0060.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0060.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0059,.jpg,2025-06-19 13:49:46.156776,221.83,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0059.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0059.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0058,.jpg,2025-06-19 13:49:45.973766,232.84,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0058.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0058.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0057,.jpg,2025-06-19 13:49:45.231749,239.32,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0057.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0057.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0056,.jpg,2025-06-19 13:49:45.223436,219.96,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0056.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0056.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
IMG-20250619-WA0055,.jpg,2025-06-19 13:49:44.955951,218.89,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0055.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI\IMG-20250619-WA0055.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\ADAPUNDI
FAJRI ILHAM MUGHNI_CV,.pdf,2025-06-19 13:27:47.076138,486.89,0.0005,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\FAJRI ILHAM MUGHNI_CV.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\FAJRI ILHAM MUGHNI_CV.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
Resume - Fajri (+ Ijazah & SKL),.pdf,2025-06-19 13:23:18.311169,10369.87,0.0099,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Resume - Fajri (+ Ijazah & SKL).pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Resume - Fajri (+ Ijazah & SKL).pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
SKCK FAJRI JUNI 2025,.pdf,2025-06-19 13:12:39.931118,230.04,0.0002,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\SKCK FAJRI JUNI 2025.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\SKCK FAJRI JUNI 2025.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
IMG-20250619-WA0045,.jpg,2025-06-19 12:44:57.575364,70.32,0.0001,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\TUNAIKU AMAR BANK\IMG-20250619-WA0045.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\TUNAIKU AMAR BANK\IMG-20250619-WA0045.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\TUNAIKU AMAR BANK
IMG-20250619-WA0044,.jpg,2025-06-19 12:44:57.541427,192.83,0.0002,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\TUNAIKU AMAR BANK\IMG-20250619-WA0044.jpg,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\TUNAIKU AMAR BANK\IMG-20250619-WA0044.jpg,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\TUNAIKU AMAR BANK
SKCK FAJRI JUNI 2025,.jpg,2025-06-19 12:44:47.129037,183.62,0.0002,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\SKCK FAJRI JUNI 2025.jpg,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\SKCK FAJRI JUNI 2025.jpg,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
Rekap Hutang Fajri_Total,.pdf,2025-06-19 12:44:37.104697,433.16,0.0004,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\Rekap Hutang Fajri_Total.pdf,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\Rekap Hutang Fajri_Total.pdf,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
Skema pelunasan Fajri,.pdf,2025-06-15 18:15:31.464504,83.79,0.0001,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\Skema pelunasan Fajri.pdf,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\Skema pelunasan Fajri.pdf,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
Skema pelunasan Fajri,.xlsx,2025-06-15 18:15:14.418857,18.81,0.0,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\Skema pelunasan Fajri.xlsx,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\Skema pelunasan Fajri.xlsx,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
PERNYATAAN KESANGGUPAN PEMBAYARAN HUTANG_PRINT,.pdf,2025-06-15 18:12:38.689972,77.66,0.0001,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\PERNYATAAN KESANGGUPAN PEMBAYARAN HUTANG_PRINT.pdf,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\PERNYATAAN KESANGGUPAN PEMBAYARAN HUTANG_PRINT.pdf,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
PERNYATAAN KESANGGUPAN PEMBAYARAN HUTANG_PRINT,.docx,2025-06-15 18:12:20.338431,21.76,0.0,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\PERNYATAAN KESANGGUPAN PEMBAYARAN HUTANG_PRINT.docx,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\PERNYATAAN KESANGGUPAN PEMBAYARAN HUTANG_PRINT.docx,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
SURAT PERNYATAAN PEMBAYARAN HUTANG FAJRI-CLOSE HUTANG SEMUA!,.pdf,2025-06-15 17:37:40.687624,112.9,0.0001,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\SURAT PERNYATAAN PEMBAYARAN HUTANG FAJRI-CLOSE HUTANG SEMUA!.pdf,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\SURAT PERNYATAAN PEMBAYARAN HUTANG FAJRI-CLOSE HUTANG SEMUA!.pdf,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
SURAT PERNYATAAN PEMBAYARAN HUTANG FAJRI-CLOSE HUTANG SEMUA!,.docx,2025-06-15 17:37:24.896216,15.77,0.0,Downloads,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\SURAT PERNYATAAN PEMBAYARAN HUTANG FAJRI-CLOSE HUTANG SEMUA!.docx,Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI\SURAT PERNYATAAN PEMBAYARAN HUTANG FAJRI-CLOSE HUTANG SEMUA!.docx,C:\Users\ASUS\Downloads\PERJANJIAN PINJAMAN FAJRI
PTK-007_SKKIA0000_2023_S9,.pdf,2025-06-13 21:54:42.545523,2285.09,0.0022,Downloads,C:\Users\ASUS\Downloads\file-hcml\PTK-007_SKKIA0000_2023_S9.pdf,Users\ASUS\Downloads\file-hcml\PTK-007_SKKIA0000_2023_S9.pdf,C:\Users\ASUS\Downloads\file-hcml
Resume - Fajri (ATS-Applicant Tracking System) - Multidisciplinary,.pdf,2025-06-11 15:11:51.661342,163.29,0.0002,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Resume - Fajri (ATS-Applicant Tracking System) - Multidisciplinary.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Resume - Fajri (ATS-Applicant Tracking System) - Multidisciplinary.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
Docker Desktop Installer,.exe,2025-06-11 15:04:55.558848,593658.36,0.5662,Downloads,C:\Users\ASUS\Downloads\application.exe\Docker Desktop Installer.exe,Users\ASUS\Downloads\application.exe\Docker Desktop Installer.exe,C:\Users\ASUS\Downloads\application.exe
edited,.mp4,2025-06-07 11:49:19.315062,131840.7,0.1257,Downloads,C:\Users\ASUS\Downloads\project\edited.mp4,Users\ASUS\Downloads\project\edited.mp4,C:\Users\ASUS\Downloads\project
New ADN,.prproj,2025-06-07 11:40:53.449465,24.41,0.0,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
New ADN-2025-06-07_11-40-53,.prproj,2025-06-07 11:40:53.449465,24.41,0.0,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-07_11-40-53.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-07_11-40-53.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
New ADN-2025-06-07_11-27-27,.prproj,2025-06-07 11:27:27.609206,24.32,0.0,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-07_11-27-27.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-07_11-27-27.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
New ADN-2025-06-07_11-11-44,.prproj,2025-06-07 11:11:44.372583,24.03,0.0,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-07_11-11-44.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-07_11-11-44.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
YouCut_20250607_101936916,.mp4,2025-06-07 10:57:04.404722,188818.68,0.1801,Downloads,C:\Users\ASUS\Downloads\project\YouCut_20250607_101936916.mp4,Users\ASUS\Downloads\project\YouCut_20250607_101936916.mp4,C:\Users\ASUS\Downloads\project
New ADN-2025-06-06_21-09-30,.prproj,2025-06-06 21:09:30.818507,6.13,0.0,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-06_21-09-30.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\New ADN-2025-06-06_21-09-30.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
ADN,.prproj,2025-06-06 19:05:10.878180,293.36,0.0003,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\ADN.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\ADN.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
ADN-2025-06-06_18-49-44,.prproj,2025-06-06 18:49:44.898274,293.36,0.0003,Downloads,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\ADN-2025-06-06_18-49-44.prproj,Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save\ADN-2025-06-06_18-49-44.prproj,C:\Users\ASUS\Downloads\Adobe Premiere Pro Auto-Save
Cover Letter_Fajri Ilham Mughni_Updated,.pdf,2025-06-06 03:38:08.575187,99.32,0.0001,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Cover Letter_Fajri Ilham Mughni_Updated.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Cover Letter_Fajri Ilham Mughni_Updated.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
OCBC_NISP - KTA_RIPLAY,.pdf,2025-05-28 20:42:52.733345,309.67,0.0003,Downloads,C:\Users\ASUS\Downloads\project\OCBC_NISP - KTA_RIPLAY.pdf,Users\ASUS\Downloads\project\OCBC_NISP - KTA_RIPLAY.pdf,C:\Users\ASUS\Downloads\project
Rapat Eiger Adventure Land (Pak Aris),.txt,2025-05-25 14:47:28.144556,2.1,0.0,Downloads,C:\Users\ASUS\Downloads\project\Rapat Eiger Adventure Land (Pak Aris).txt,Users\ASUS\Downloads\project\Rapat Eiger Adventure Land (Pak Aris).txt,C:\Users\ASUS\Downloads\project
Rapat Eiger Adventure Land,.pdf,2025-05-25 14:29:36.630800,132.67,0.0001,Downloads,C:\Users\ASUS\Downloads\project\Rapat Eiger Adventure Land.pdf,Users\ASUS\Downloads\project\Rapat Eiger Adventure Land.pdf,C:\Users\ASUS\Downloads\project
~$LH EIGER 21mei25,.docx,2025-05-25 10:07:08.901271,0.16,0.0,Downloads,C:\Users\ASUS\Downloads\~$LH EIGER 21mei25.docx,Users\ASUS\Downloads\~$LH EIGER 21mei25.docx,C:\Users\ASUS\Downloads
DAILY MENU AJI_RESEP DOKTER GIZI,.pdf,2025-05-24 08:55:33.043120,1176.5,0.0011,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\DAILY MENU AJI_RESEP DOKTER GIZI.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\DAILY MENU AJI_RESEP DOKTER GIZI.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
da_Consumer_2.1.36.0_20250522@163026,.zip,2025-05-22 16:30:26.660633,5.83,0.0,Downloads,C:\Users\ASUS\Downloads\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe\da_Consumer_2.1.36.0_20250522@163026.zip,Users\ASUS\Downloads\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe\da_Consumer_2.1.36.0_20250522@163026.zip,C:\Users\ASUS\Downloads\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe
DJI Assistant 2(Consumer Drones Series) 2.1.36,.exe,2025-05-22 16:25:09.655915,379564.39,0.362,Downloads,C:\Users\ASUS\Downloads\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe,Users\ASUS\Downloads\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe,C:\Users\ASUS\Downloads\DJI Assistant 2(Consumer Drones Series) 2.1.36.exe
DJI_Mini_3_Pro_User_Manual_v1.0_id,.pdf,2025-05-22 16:22:30.880184,16510.99,0.0157,Downloads,C:\Users\ASUS\Downloads\project\DJI_Mini_3_Pro_User_Manual_v1.0_id.pdf,Users\ASUS\Downloads\project\DJI_Mini_3_Pro_User_Manual_v1.0_id.pdf,C:\Users\ASUS\Downloads\project
DJI+Assistant+2+1.2.5,.exe,2025-05-22 16:11:20.854915,231167.59,0.2205,Downloads,C:\Users\ASUS\Downloads\application.exe\DJI+Assistant+2+1.2.5.exe,Users\ASUS\Downloads\application.exe\DJI+Assistant+2+1.2.5.exe,C:\Users\ASUS\Downloads\application.exe
DELH EIGER 21mei25,.docx,2025-05-22 08:08:24.379809,242885.38,0.2316,Downloads,C:\Users\ASUS\Downloads\project\DELH EIGER 21mei25.docx,Users\ASUS\Downloads\project\DELH EIGER 21mei25.docx,C:\Users\ASUS\Downloads\project
Cover Letter_Fajri Ilham Mughni_NGS_Database,.pdf,2025-05-21 21:30:15.334890,115.62,0.0001,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Cover Letter_Fajri Ilham Mughni_NGS_Database.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Cover Letter_Fajri Ilham Mughni_NGS_Database.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
Maket Top Structure GL,.stl,2025-05-21 05:42:45.265359,12418.15,0.0118,Downloads,C:\Users\ASUS\Downloads\project\Maket Top Structure GL.stl,Users\ASUS\Downloads\project\Maket Top Structure GL.stl,C:\Users\ASUS\Downloads\project
tempel dan gunting shaka,.ps,2025-05-20 17:30:08.745601,805.74,0.0008,Downloads,C:\Users\ASUS\Downloads\project\tempel dan gunting shaka.ps,Users\ASUS\Downloads\project\tempel dan gunting shaka.ps,C:\Users\ASUS\Downloads\project
top kujung contour,.qgz,2025-05-19 19:31:10.274837,16.84,0.0,Downloads,C:\Users\ASUS\Downloads\kujung\top kujung contour.qgz,Users\ASUS\Downloads\kujung\top kujung contour.qgz,C:\Users\ASUS\Downloads\kujung
top GL,.qmd,2025-05-19 19:30:29.951759,0.66,0.0,Downloads,C:\Users\ASUS\Downloads\project\top GL.qmd,Users\ASUS\Downloads\project\top GL.qmd,C:\Users\ASUS\Downloads\project
top GL,.dxf,2025-05-19 19:30:29.946722,8.62,0.0,Downloads,C:\Users\ASUS\Downloads\project\top GL.dxf,Users\ASUS\Downloads\project\top GL.dxf,C:\Users\ASUS\Downloads\project
MDA TOP GL,.qmd,2025-05-19 19:20:12.151784,0.66,0.0,Downloads,C:\Users\ASUS\Downloads\project\MDA TOP GL.qmd,Users\ASUS\Downloads\project\MDA TOP GL.qmd,C:\Users\ASUS\Downloads\project
MDA TOP GL,.dxf,2025-05-19 19:20:12.147664,6375.68,0.0061,Downloads,C:\Users\ASUS\Downloads\project\MDA TOP GL.dxf,Users\ASUS\Downloads\project\MDA TOP GL.dxf,C:\Users\ASUS\Downloads\project
MDA_Top_GL_PSDM,.dat,2025-05-19 18:17:24.927529,1145.35,0.0011,Downloads,C:\Users\ASUS\Downloads\project\MDA_Top_GL_PSDM.dat,Users\ASUS\Downloads\project\MDA_Top_GL_PSDM.dat,C:\Users\ASUS\Downloads\project
ATTACHMENT 3_PORTFOLIO,.pdf,2025-05-19 06:00:48.711266,1779.49,0.0017,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA\ATTACHMENT 3_PORTFOLIO.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA\ATTACHMENT 3_PORTFOLIO.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA
ATTACHMENT 2_PROPOSAL,.pdf,2025-05-19 05:59:01.656944,79.43,0.0001,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA\ATTACHMENT 2_PROPOSAL.pdf,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA\ATTACHMENT 2_PROPOSAL.pdf,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA
ATTACHMENT 2_PROPOSAL,.docx,2025-05-19 05:58:08.110821,18.7,0.0,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA\ATTACHMENT 2_PROPOSAL.docx,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA\ATTACHMENT 2_PROPOSAL.docx,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\LAMARAN KE GBPN INDONESIA
Proposal_Fajri Ilham Mughni,.docx,2025-05-19 05:56:04.606100,17.85,0.0,Downloads,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Proposal_Fajri Ilham Mughni.docx,Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri\Proposal_Fajri Ilham Mughni.docx,C:\Users\ASUS\Downloads\Folder CV - Portfolio - Cover Letter Fajri
